GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
102724859	2.10e-04	9.59e-05	0.506	3.900849	1.97514	32.15	LOC102724859	uncharacterized LOC102724859
54518	2.10e-04	9.60e-05	0.184	3.90047	0.718599	113.03	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
84256	2.10e-04	9.60e-05	0.406	3.900482	1.58281	9.74	FLYWCH1	FLYWCH-type zinc finger 1
5824	2.10e-04	9.61e-05	0.224	-3.900151	-0.873001	114.61	PEX19	peroxisomal biogenesis factor 19
65059	2.10e-04	9.62e-05	0.418	3.899948	1.629413	18.74	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
100288798	2.11e-04	9.65e-05	0.229	-3.899103	-0.893341	295.03	SLC38A4-AS1	SLC38A4 antisense RNA 1
112616	2.12e-04	9.69e-05	0.25	3.898299	0.973203	33.27	CMTM7	CKLF like MARVEL transmembrane domain containing 7
81501	2.12e-04	9.69e-05	0.366	-3.898206	-1.424858	25.52	DCSTAMP	dendrocyte expressed seven transmembrane protein
91074	2.13e-04	9.74e-05	0.495	3.896931	1.929344	34.13	ANKRD30A	ankyrin repeat domain 30A
7114	2.14e-04	9.78e-05	0.252	-3.896027	-0.982823	289670.42	TMSB4X	thymosin beta 4 X-linked
55002	2.16e-04	9.89e-05	0.205	-3.893227	-0.799593	76.66	TMCO3	transmembrane and coiled-coil domains 3
5599	2.16e-04	9.90e-05	0.343	3.893111	1.334105	18.59	MAPK8	mitogen-activated protein kinase 8
105378827	2.17e-04	9.92e-05	0.375	-3.892478	-1.460183	25.31	LOC105378827	uncharacterized LOC105378827
54778	2.17e-04	9.93e-05	0.324	3.892339	1.260532	38.4	RNF111	ring finger protein 111
22909	2.18e-04	1.00e-04	0.218	3.890644	0.848847	36.19	FAN1	FANCD2 and FANCI associated nuclease 1
7167	2.19e-04	1.00e-04	0.244	-3.890345	-0.948884	3697.4	TPI1	triosephosphate isomerase 1
84503	2.19e-04	1.00e-04	0.433	3.890237	1.684782	13.4	ZNF527	zinc finger protein 527
90231	2.19e-04	1.00e-04	0.276	-3.88987	-1.075248	61.37	KIAA2013	KIAA2013
196528	2.19e-04	1.00e-04	0.196	-3.889857	-0.761848	232.39	ARID2	AT-rich interaction domain 2
10775	2.19e-04	1.01e-04	0.219	3.889155	0.852718	68.02	POP4	POP4 homolog, ribonuclease P/MRP subunit
8504	2.20e-04	1.01e-04	0.309	3.888616	1.202222	31.12	PEX3	peroxisomal biogenesis factor 3
308	2.21e-04	1.01e-04	0.23	-3.887859	-0.896082	573.41	ANXA5	annexin A5
90952	2.21e-04	1.01e-04	0.281	-3.887721	-1.093956	6000.9	ESAM	endothelial cell adhesion molecule
80148	2.21e-04	1.01e-04	0.291	-3.887443	-1.129647	19.8	SLC66A2	solute carrier family 66 member 2
51075	2.21e-04	1.01e-04	0.256	3.8872	0.993211	43.28	TMX2	thioredoxin related transmembrane protein 2
642131	2.21e-04	1.01e-04	0.332	-3.887202	-1.28893	14.49	LOC642131	immunoglobulin IGHV1OR15-3-like pseudogene
6218	2.21e-04	1.02e-04	0.162	3.886789	0.628109	371.38	RPS17	ribosomal protein S17
10946	2.21e-04	1.02e-04	0.205	3.886568	0.798493	110.68	SF3A3	splicing factor 3a subunit 3
10385	2.21e-04	1.02e-04	0.299	3.886645	1.163204	38.28	BTN2A2	butyrophilin subfamily 2 member A2
203197	2.21e-04	1.02e-04	0.426	3.886591	1.656844	21.23	TMEM268	transmembrane protein 268
9131	2.22e-04	1.02e-04	0.364	3.886165	1.414215	31.08	AIFM1	apoptosis inducing factor mitochondria associated 1
6692	2.22e-04	1.02e-04	0.443	3.886099	1.720132	12.82	SPINT1	serine peptidase inhibitor, Kunitz type 1
107985209	2.22e-04	1.02e-04	0.412	3.885945	1.600431	12.59	ARHGEF2-AS2	ARHGEF2 antisense RNA 2
285755	2.22e-04	1.02e-04	0.475	3.885945	1.845899	31.89	PPIL6	peptidylprolyl isomerase like 6
102724117	2.23e-04	1.02e-04	0.344	3.884978	1.334598	15.04	LOC102724117	golgin subfamily A member 6-like protein 4
6548	2.23e-04	1.02e-04	0.211	-3.884617	-0.8197	110.5	SLC9A1	solute carrier family 9 member A1
92691	2.23e-04	1.03e-04	0.288	-3.884154	-1.11909	17.25	TMEM169	transmembrane protein 169
64393	2.24e-04	1.03e-04	0.208	-3.883911	-0.806508	176.09	ZMAT3	zinc finger matrin-type 3
105376093	2.24e-04	1.03e-04	0.33	-3.883813	-1.280848	28.43	LOC105376093	uncharacterized LOC105376093
3660	2.24e-04	1.03e-04	0.173	-3.883469	-0.670668	355.37	IRF2	interferon regulatory factor 2
2647	2.24e-04	1.03e-04	0.185	-3.882858	-0.717851	180.22	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1
10362	2.25e-04	1.03e-04	0.336	-3.882684	-1.305544	369.11	HMG20B	high mobility group 20B
65986	2.25e-04	1.04e-04	0.384	3.881726	1.4924	23.47	ZBTB10	zinc finger and BTB domain containing 10
51651	2.26e-04	1.04e-04	0.36	3.881604	1.397877	12.07	PTRH2	peptidyl-tRNA hydrolase 2
107987237	2.26e-04	1.04e-04	0.375	-3.881206	-1.456204	16.63	LOC107987237	
23230	2.26e-04	1.04e-04	0.15	-3.880954	-0.58371	316.08	VPS13A	vacuolar protein sorting 13 homolog A
10087	2.26e-04	1.04e-04	0.209	3.880707	0.812969	74.65	CERT1	ceramide transporter 1
4051	2.27e-04	1.04e-04	0.461	3.879958	1.786974	16.56	CYP4F3	cytochrome P450 family 4 subfamily F member 3
7030	2.27e-04	1.05e-04	0.217	-3.879839	-0.842841	70.88	TFE3	transcription factor binding to IGHM enhancer 3
717	2.29e-04	1.05e-04	0.446	3.877968	1.730101	8.17	C2	complement C2
23054	2.29e-04	1.06e-04	0.209	-3.877405	-0.809196	107.76	NCOA6	nuclear receptor coactivator 6
9699	2.30e-04	1.06e-04	0.464	3.876555	1.799561	33.29	RIMS2	regulating synaptic membrane exocytosis 2
28912	2.30e-04	1.06e-04	0.373	3.875988	1.444422	43.59	IGKV3-20	immunoglobulin kappa variable 3-20
22998	2.31e-04	1.06e-04	0.492	3.875693	1.905051	54.32	LIMCH1	LIM and calponin homology domains 1
25920	2.31e-04	1.06e-04	0.288	-3.875515	-1.116111	19.6	NELFB	negative elongation factor complex member B
10665	2.32e-04	1.07e-04	0.525	3.874679	2.034936	14.09	TSBP1	testis expressed basic protein 1
51389	2.32e-04	1.07e-04	0.168	-3.874435	-0.650183	210.79	RWDD1	RWD domain containing 1
51320	2.32e-04	1.07e-04	0.296	3.873925	1.1465	29.89	MEX3C	mex-3 RNA binding family member C
148808	2.32e-04	1.07e-04	0.38	3.873875	1.472079	12.03	MFSD4A	major facilitator superfamily domain containing 4A
442213	2.33e-04	1.07e-04	0.542	3.873243	2.097561	25.63	PTCHD4	patched domain containing 4
5865	2.35e-04	1.08e-04	0.469	3.871188	1.81588	23.93	RAB3B	RAB3B, member RAS oncogene family
105370660	2.35e-04	1.09e-04	0.314	3.870694	1.215632	15.77	LOC105370660	uncharacterized LOC105370660
26289	2.36e-04	1.09e-04	0.372	3.870296	1.437852	39.04	AK5	adenylate kinase 5
55072	2.36e-04	1.09e-04	0.35	3.870216	1.354037	23.06	RNF31	ring finger protein 31
8260	2.36e-04	1.09e-04	0.217	-3.869385	-0.841382	87.09	NAA10	N-alpha-acetyltransferase 10, NatA catalytic subunit
1933	2.37e-04	1.10e-04	0.191	3.868258	0.73896	502.41	EEF1B2	eukaryotic translation elongation factor 1 beta 2
115752	2.38e-04	1.10e-04	0.345	3.867625	1.334845	38.77	DIS3L	DIS3 like exosome 3'-5' exoribonuclease
80208	2.38e-04	1.10e-04	0.171	3.867512	0.661473	123.03	SPG11	SPG11 vesicle trafficking associated, spatacsin
7040	2.38e-04	1.10e-04	0.291	-3.867173	-1.126587	147.89	TGFB1	transforming growth factor beta 1
54964	2.39e-04	1.10e-04	0.259	3.866656	1.001033	191.88	C1orf56	chromosome 1 open reading frame 56
9263	2.39e-04	1.10e-04	0.215	-3.866636	-0.833217	109.85	STK17A	serine/threonine kinase 17a
339318	2.39e-04	1.10e-04	0.379	3.866563	1.464865	20.06	ZNF181	zinc finger protein 181
8631	2.39e-04	1.11e-04	0.259	3.866244	1.001863	116.56	SKAP1	src kinase associated phosphoprotein 1
727956	2.39e-04	1.11e-04	0.242	3.866152	0.936187	19.74	SDHAP2	SDHA pseudogene 2
114907	2.41e-04	1.11e-04	0.414	3.864586	1.601115	43.67	FBXO32	F-box protein 32
22938	2.41e-04	1.12e-04	0.2	-3.864084	-0.774449	476.6	SNW1	SNW domain containing 1
8871	2.41e-04	1.12e-04	0.209	-3.863873	-0.806932	115.03	SYNJ2	synaptojanin 2
85440	2.41e-04	1.12e-04	0.354	3.863746	1.36687	35.67	DOCK7	dedicator of cytokinesis 7
10637	2.41e-04	1.12e-04	0.329	-3.863634	-1.273042	97.49	LEFTY1	left-right determination factor 1
79923	2.41e-04	1.12e-04	0.559	3.863659	2.161029	28.11	NANOG	Nanog homeobox
55627	2.42e-04	1.12e-04	0.307	3.863134	1.186511	20.59	SMPD4	sphingomyelin phosphodiesterase 4
27238	2.43e-04	1.12e-04	0.366	3.862302	1.41473	26.56	GPKOW	G-patch domain and KOW motifs
79809	2.43e-04	1.12e-04	0.309	3.862132	1.19507	58.72	TTC21B	tetratricopeptide repeat domain 21B
201626	2.43e-04	1.12e-04	0.226	3.862134	0.874224	69.85	PDE12	phosphodiesterase 12
54768	2.44e-04	1.13e-04	0.383	3.861178	1.478487	45.08	HYDIN	HYDIN axonemal central pair apparatus protein
7165	2.44e-04	1.13e-04	0.225	-3.860864	-0.869478	167.84	TPD52L2	TPD52 like 2
338596	2.45e-04	1.13e-04	0.179	-3.859972	-0.690721	137.75	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6
22846	2.45e-04	1.14e-04	0.269	-3.859565	-1.037425	32.55	VASH1	vasohibin 1
100130855	2.45e-04	1.14e-04	0.238	3.859329	0.920129	11.29	USP3-AS1	USP3 antisense RNA 1
10938	2.47e-04	1.15e-04	0.265	-3.857403	-1.022473	797.76	EHD1	EH domain containing 1
136306	2.47e-04	1.15e-04	0.49	3.857201	1.889496	14.99	SVOPL	SVOP like
81844	2.48e-04	1.15e-04	0.201	3.857003	0.776604	95.19	TRIM56	tripartite motif containing 56
9330	2.48e-04	1.15e-04	0.338	3.856628	1.303866	32.46	GTF3C3	general transcription factor IIIC subunit 3
65109	2.48e-04	1.15e-04	0.208	3.856363	0.801906	59.23	UPF3B	UPF3B regulator of nonsense mediated mRNA decay
94239	2.48e-04	1.15e-04	0.148	-3.855965	-0.57219	161.76	H2AZ2	H2A.Z variant histone 2
109864279	2.49e-04	1.15e-04	0.161	-3.855907	-0.620144	18758.44	RNA45SN2	RNA, 45S pre-ribosomal N2
9448	2.50e-04	1.16e-04	0.167	-3.854462	-0.644737	194.25	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
1615	2.50e-04	1.16e-04	0.216	-3.85416	-0.830736	337.53	DARS1	aspartyl-tRNA synthetase 1
51135	2.50e-04	1.16e-04	0.16	-3.853923	-0.617763	204.19	IRAK4	interleukin 1 receptor associated kinase 4
253724	2.51e-04	1.16e-04	0.412	3.853782	1.589139	11.26	TTC41P	tetratricopeptide repeat domain 41, pseudogene
4336	2.51e-04	1.16e-04	0.424	3.853612	1.634899	18.92	MOBP	myelin associated oligodendrocyte basic protein
145482	2.51e-04	1.16e-04	0.389	3.853532	1.49765	20.99	PTGR2	prostaglandin reductase 2
83707	2.51e-04	1.16e-04	0.237	-3.853392	-0.913521	242.27	TRPT1	tRNA phosphotransferase 1
51160	2.51e-04	1.17e-04	0.236	-3.853259	-0.908191	1050.36	VPS28	VPS28 subunit of ESCRT-I
22876	2.51e-04	1.17e-04	0.319	3.85328	1.228664	27.36	INPP5F	inositol polyphosphate-5-phosphatase F
2115	2.52e-04	1.17e-04	0.498	3.852438	1.916997	22.28	ETV1	ETS variant transcription factor 1
79987	2.52e-04	1.17e-04	0.514	3.852289	1.981846	38.64	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
3732	2.52e-04	1.17e-04	0.279	-3.851898	-1.074133	1621.81	CD82	CD82 molecule
100861532	2.52e-04	1.17e-04	0.161	-3.851874	-0.620303	19176.36	RNA45SN5	RNA, 45S pre-ribosomal N5
5469	2.52e-04	1.17e-04	0.286	3.851737	1.10225	67.85	MED1	mediator complex subunit 1
317749	2.53e-04	1.18e-04	0.302	3.851188	1.164928	15.54	DHRS4L2	dehydrogenase/reductase 4 like 2
254048	2.54e-04	1.18e-04	0.258	3.850127	0.992956	66.99	UBN2	ubinuclein 2
50810	2.55e-04	1.19e-04	0.206	-3.848689	-0.791012	444.43	HDGFL3	HDGF like 3
26528	2.56e-04	1.19e-04	0.201	-3.847499	-0.771917	56.61	DAZAP1	DAZ associated protein 1
23408	2.57e-04	1.19e-04	0.253	3.847378	0.972222	54.88	SIRT5	sirtuin 5
144715	2.57e-04	1.20e-04	0.243	3.846844	0.936336	28.37	RAD9B	RAD9 checkpoint clamp component B
8673	2.58e-04	1.20e-04	0.209	-3.846125	-0.805618	834.86	VAMP8	vesicle associated membrane protein 8
23306	2.58e-04	1.20e-04	0.426	3.846114	1.640344	24.41	NEMP1	nuclear envelope integral membrane protein 1
122509	2.58e-04	1.20e-04	0.276	-3.846041	-1.06284	76.83	IFI27L1	interferon alpha inducible protein 27 like 1
79081	2.59e-04	1.21e-04	0.164	3.845104	0.631314	30.13	LBHD1	LBH domain containing 1
23272	2.59e-04	1.21e-04	0.197	3.844845	0.758626	119.66	TASOR	transcription activation suppressor
348254	2.59e-04	1.21e-04	0.287	3.844856	1.101826	26.65	CCDC144CP	coiled-coil domain containing 144C, pseudogene
84524	2.59e-04	1.21e-04	0.347	3.844281	1.334547	44.2	ZC3H8	zinc finger CCCH-type containing 8
100505591	2.60e-04	1.21e-04	0.28	-3.844089	-1.075394	35.85	LRRC3C	leucine rich repeat containing 3C
7726	2.60e-04	1.21e-04	0.297	3.843832	1.142554	34.36	TRIM26	tripartite motif containing 26
109864269	2.60e-04	1.21e-04	0.186	3.843379	0.715255	21.8	MIR302CHG	miR-302/367 cluster host gene
23236	2.61e-04	1.22e-04	0.365	3.843012	1.401547	28.21	PLCB1	phospholipase C beta 1
107984186	2.61e-04	1.22e-04	0.348	-3.842259	-1.336977	24.08	LOC107984186	uncharacterized LOC107984186
145282	2.63e-04	1.23e-04	0.512	3.840893	1.968359	39.81	MIPOL1	mirror-image polydactyly 1
50814	2.63e-04	1.23e-04	0.467	3.840803	1.794449	17.46	NSDHL	NAD(P) dependent steroid dehydrogenase-like
131034	2.64e-04	1.23e-04	0.239	-3.840142	-0.916818	80.25	CPNE4	copine 4
152110	2.64e-04	1.23e-04	0.507	3.839693	1.948106	44.05	NEK10	NIMA related kinase 10
282996	2.64e-04	1.23e-04	0.481	3.839606	1.846053	25.84	RBM20	RNA binding motif protein 20
8343	2.64e-04	1.23e-04	0.23	-3.839324	-0.88258	141.93	H2BC7	H2B clustered histone 7
54977	2.66e-04	1.24e-04	0.325	3.837442	1.246036	38.75	SLC25A38	solute carrier family 25 member 38
222487	2.66e-04	1.24e-04	0.285	3.837271	1.091721	23.91	ADGRG3	adhesion G protein-coupled receptor G3
4536	2.68e-04	1.25e-04	0.229	-3.835406	-0.879568	209705.08	ND2	NADH dehydrogenase subunit 2
23205	2.69e-04	1.26e-04	0.242	-3.835018	-0.928796	538.84	ACSBG1	acyl-CoA synthetase bubblegum family member 1
79818	2.69e-04	1.26e-04	0.341	3.83446	1.308889	19.44	ZNF552	zinc finger protein 552
6477	2.69e-04	1.26e-04	0.182	3.834369	0.699308	54.68	SIAH1	siah E3 ubiquitin protein ligase 1
57724	2.69e-04	1.26e-04	0.328	3.834314	1.258448	69.37	EPG5	ectopic P-granules 5 autophagy tethering factor
3700	2.70e-04	1.26e-04	0.423	3.834138	1.623439	17.73	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4
147694	2.71e-04	1.27e-04	0.349	3.833083	1.336072	32.45	ZNF548	zinc finger protein 548
107986655	2.71e-04	1.27e-04	0.398	3.833021	1.524877	12.33	HIVEP2-DT	HIVEP2 divergent transcript
1012	2.71e-04	1.27e-04	0.461	3.832998	1.767882	32.79	CDH13	cadherin 13
131118	2.71e-04	1.27e-04	0.273	3.832673	1.047065	47.01	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
4738	2.71e-04	1.27e-04	0.198	-3.832535	-0.756984	463.83	NEDD8	NEDD8 ubiquitin like modifier
100526740	2.73e-04	1.27e-04	0.137	-3.831239	-0.525651	91.56	ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough
79937	2.73e-04	1.27e-04	0.451	3.831262	1.729366	11.42	CNTNAP3	contactin associated protein family member 3
51016	2.73e-04	1.28e-04	0.22	3.830471	0.842168	17.45	EMC9	ER membrane protein complex subunit 9
54776	2.73e-04	1.28e-04	0.308	-3.830451	-1.178595	15.91	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
11160	2.75e-04	1.29e-04	0.275	3.829064	1.052437	18.67	ERLIN2	ER lipid raft associated 2
26579	2.75e-04	1.29e-04	0.268	-3.828668	-1.025427	328.91	MYEOV	myeloma overexpressed
23587	2.75e-04	1.29e-04	0.236	3.828703	0.904604	30.89	ELP5	elongator acetyltransferase complex subunit 5
7903	2.76e-04	1.29e-04	0.251	3.827632	0.95909	96.81	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
84708	2.76e-04	1.30e-04	0.161	-3.827386	-0.615786	56.01	LNX1	ligand of numb-protein X 1
7341	2.77e-04	1.30e-04	0.195	-3.826655	-0.747115	533.84	SUMO1	small ubiquitin like modifier 1
5155	2.77e-04	1.30e-04	0.246	-3.826424	-0.942939	82.79	PDGFB	platelet derived growth factor subunit B
130827	2.78e-04	1.30e-04	0.422	3.82584	1.614809	10.21	TMEM182	transmembrane protein 182
10606	2.79e-04	1.31e-04	0.279	3.825334	1.068584	61.88	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
25865	2.79e-04	1.31e-04	0.255	3.825313	0.973774	31.56	PRKD2	protein kinase D2
348793	2.79e-04	1.31e-04	0.415	3.825225	1.585711	21.82	WDR53	WD repeat domain 53
100533496	2.80e-04	1.31e-04	0.187	-3.824262	-0.71563	31.52	TVP23C-CDRT4	TVP23C-CDRT4 readthrough
59348	2.80e-04	1.31e-04	0.315	3.824036	1.20619	45.07	ZNF350	zinc finger protein 350
9507	2.81e-04	1.32e-04	0.464	3.823284	1.773489	12.84	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4
100505869	2.84e-04	1.33e-04	0.343	-3.820792	-1.31066	57.68	CFAP58-DT	CFAP58 divergent transcript
441601	2.84e-04	1.33e-04	0.218	-3.819935	-0.831351	42.71	SEPTIN7P11	septin 7 pseudogene 11
64978	2.85e-04	1.34e-04	0.302	3.819745	1.152214	37.21	MRPL38	mitochondrial ribosomal protein L38
57048	2.85e-04	1.34e-04	0.265	3.819279	1.011613	12.58	PLSCR3	phospholipid scramblase 3
105370532	2.87e-04	1.34e-04	0.329	3.818072	1.256899	14.36	LOC105370532	uncharacterized LOC105370532
6905	2.87e-04	1.35e-04	0.302	3.817969	1.151946	32.16	TBCE	tubulin folding cofactor E
201163	2.87e-04	1.35e-04	0.354	3.817411	1.349709	30.85	FLCN	folliculin
1297	2.87e-04	1.35e-04	0.441	3.81728	1.682876	11.65	COL9A1	collagen type IX alpha 1 chain
3712	2.88e-04	1.35e-04	0.265	3.816995	1.011826	47.03	IVD	isovaleryl-CoA dehydrogenase
4524	2.89e-04	1.36e-04	0.201	-3.816087	-0.765744	114.73	MTHFR	methylenetetrahydrofolate reductase
3778	2.89e-04	1.36e-04	0.406	3.81586	1.549098	38.11	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
57521	2.89e-04	1.36e-04	0.294	3.815562	1.121582	13.05	RPTOR	regulatory associated protein of MTOR complex 1
55749	2.90e-04	1.36e-04	0.158	-3.814754	-0.601683	332.9	CCAR1	cell division cycle and apoptosis regulator 1
64983	2.92e-04	1.37e-04	0.276	3.812977	1.05263	37.79	MRPL32	mitochondrial ribosomal protein L32
1384	2.93e-04	1.38e-04	0.295	-3.812456	-1.123711	656.85	CRAT	carnitine O-acetyltransferase
29095	2.93e-04	1.38e-04	0.254	3.81242	0.96653	32.07	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
9420	2.93e-04	1.38e-04	0.485	3.812315	1.849293	20.79	CYP7B1	cytochrome P450 family 7 subfamily B member 1
4097	2.93e-04	1.38e-04	0.214	-3.812279	-0.816403	126.73	MAFG	MAF bZIP transcription factor G
105377732	2.93e-04	1.38e-04	0.497	3.81217	1.89345	12.61	LOC105377732	uncharacterized LOC105377732
101929796	2.93e-04	1.38e-04	0.216	-3.811651	-0.821479	23.24	NOTCH2NLR	notch 2 N-terminal like R
7775	2.93e-04	1.38e-04	0.364	3.811645	1.387306	13.31	ZNF232	zinc finger protein 232
79753	2.95e-04	1.39e-04	0.404	3.810442	1.538262	22.96	SNIP1	Smad nuclear interacting protein 1
105371692	2.96e-04	1.39e-04	0.399	3.809329	1.519247	38.61	LOC105371692	uncharacterized LOC105371692
286205	2.97e-04	1.40e-04	0.287	3.808557	1.094907	53.64	SCAI	suppressor of cancer cell invasion
353116	2.97e-04	1.40e-04	0.217	-3.808109	-0.8278	159.82	RILPL1	Rab interacting lysosomal protein like 1
56672	2.98e-04	1.40e-04	0.278	-3.807727	-1.058987	200.6	AKIP1	A-kinase interacting protein 1
359948	2.99e-04	1.41e-04	0.281	3.806556	1.071153	68.23	IRF2BP2	interferon regulatory factor 2 binding protein 2
105370447	2.99e-04	1.41e-04	0.198	-3.806381	-0.753409	20.22	LOC105370447	uncharacterized LOC105370447
5119	3.00e-04	1.41e-04	0.244	-3.806155	-0.929123	245.66	CHMP1A	charged multivesicular body protein 1A
100750325	3.00e-04	1.41e-04	0.254	-3.806018	-0.965553	40.04	RCAN3AS	RCAN3 antisense RNA
101926969	3.00e-04	1.41e-04	0.39	3.805715	1.485365	17	LOC101926969	
5787	3.00e-04	1.41e-04	0.477	3.805581	1.814143	33.28	PTPRB	protein tyrosine phosphatase receptor type B
6875	3.00e-04	1.42e-04	0.399	3.805491	1.517327	26.31	TAF4B	TATA-box binding protein associated factor 4b
112267877	3.00e-04	1.42e-04	0.424	3.805262	1.614739	18.17	PPP1CB-DT	PPP1CB divergent transcript
644873	3.01e-04	1.42e-04	0.289	3.80472	1.098137	30.5	SLC12A2-DT	SLC12A2 divergent transcript
57565	3.02e-04	1.42e-04	0.39	3.803793	1.483459	9.36	KLHL14	kelch like family member 14
953	3.03e-04	1.43e-04	0.241	3.8033	0.91708	77.02	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
107984974	3.03e-04	1.43e-04	0.126	-3.803266	-0.480431	660	LOC107984974	SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene
57143	3.04e-04	1.43e-04	0.438	3.802383	1.666641	16.45	ADCK1	aarF domain containing kinase 1
51699	3.05e-04	1.44e-04	0.19	-3.801519	-0.724171	422.26	VPS29	VPS29 retromer complex component
2201	3.05e-04	1.44e-04	0.414	3.801414	1.573083	24.02	FBN2	fibrillin 2
102724231	3.05e-04	1.44e-04	0.254	-3.801271	-0.964923	21.16	C3orf86P	long intergenic non-protein coding RNA 694
105371967	3.05e-04	1.44e-04	0.257	-3.801041	-0.975238	756.89	LOC105371967	uncharacterized LOC105371967
51351	3.06e-04	1.45e-04	0.211	-3.800154	-0.80019	121.9	ZNF117	zinc finger protein 117
105370413	3.07e-04	1.45e-04	0.56	3.799631	2.127514	17.08	LOC105370413	uncharacterized LOC105370413
54956	3.07e-04	1.45e-04	0.343	3.799266	1.301781	15.63	PARP16	poly(ADP-ribose) polymerase family member 16
401152	3.07e-04	1.45e-04	0.227	-3.79922	-0.861545	4351.87	C4orf3	chromosome 4 open reading frame 3
388524	3.08e-04	1.45e-04	0.167	3.798884	0.635465	103.75	RPSA2	ribosomal protein SA 2
4514	3.08e-04	1.45e-04	0.215	-3.798724	-0.818213	130724.48	COX3	cytochrome c oxidase subunit III
273	3.10e-04	1.46e-04	0.325	3.797134	1.235334	29	AMPH	amphiphysin
3460	3.10e-04	1.46e-04	0.286	3.797169	1.086765	38.18	IFNGR2	interferon gamma receptor 2
100507065	3.10e-04	1.46e-04	0.209	-3.796938	-0.793156	12.33	MSRB3-AS1	MSRB3 antisense RNA 1
10107	3.11e-04	1.47e-04	0.322	-3.796107	-1.223712	105.54	TRIM10	tripartite motif containing 10
23358	3.12e-04	1.48e-04	0.278	3.79508	1.056716	88.27	USP24	ubiquitin specific peptidase 24
5359	3.12e-04	1.48e-04	0.223	-3.795059	-0.84808	181.31	PLSCR1	phospholipid scramblase 1
113835	3.12e-04	1.48e-04	0.353	3.795032	1.339481	15.59	ZNF257	zinc finger protein 257
4050	3.12e-04	1.48e-04	0.344	3.794667	1.303886	62.76	LTB	lymphotoxin beta
26260	3.13e-04	1.48e-04	0.23	3.794371	0.87191	29.65	FBXO25	F-box protein 25
132884	3.14e-04	1.49e-04	0.495	3.793474	1.877039	10.76	EVC2	EvC ciliary complex subunit 2
419	3.14e-04	1.49e-04	0.525	3.7935	1.993394	22.76	ART3	ADP-ribosyltransferase 3 (inactive)
9820	3.15e-04	1.49e-04	0.435	3.792162	1.647794	15.55	CUL7	cullin 7
967	3.16e-04	1.50e-04	0.235	-3.791873	-0.889595	1444.65	CD63	CD63 molecule
105377945	3.16e-04	1.50e-04	0.23	-3.791443	-0.871589	51.75	LOC105377945	uncharacterized LOC105377945
28981	3.16e-04	1.50e-04	0.214	-3.791315	-0.810087	77.22	IFT81	intraflagellar transport 81
10350	3.18e-04	1.50e-04	0.396	3.790256	1.501072	14.62	ABCA9	ATP binding cassette subfamily A member 9
401145	3.18e-04	1.51e-04	0.346	3.790147	1.31151	42.49	CCSER1	coiled-coil serine rich protein 1
9852	3.19e-04	1.51e-04	0.243	3.789131	0.922509	90.3	EPM2AIP1	EPM2A interacting protein 1
6348	3.19e-04	1.51e-04	0.362	3.788698	1.370676	13.6	CCL3	C-C motif chemokine ligand 3
29123	3.21e-04	1.52e-04	0.196	3.787719	0.74153	109.98	ANKRD11	ankyrin repeat domain containing 11
399959	3.22e-04	1.53e-04	0.545	3.786573	2.065373	20.99	MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene
148867	3.22e-04	1.53e-04	0.276	3.786531	1.043959	68.06	SLC30A7	solute carrier family 30 member 7
2624	3.22e-04	1.53e-04	0.239	-3.786183	-0.906556	187.96	GATA2	GATA binding protein 2
57573	3.23e-04	1.53e-04	0.447	3.786122	1.693347	12.63	ZNF471	zinc finger protein 471
355	3.23e-04	1.53e-04	0.323	3.785666	1.223418	39.28	FAS	Fas cell surface death receptor
4931	3.23e-04	1.53e-04	0.324	3.785473	1.226538	57.63	NVL	nuclear VCP like
10845	3.25e-04	1.54e-04	0.251	3.784308	0.94965	54.19	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit X
100996662	3.26e-04	1.55e-04	0.472	3.783575	1.784692	15.14	LOC100996662	uncharacterized LOC100996662
57539	3.26e-04	1.55e-04	0.396	3.783377	1.499092	21.94	WDR35	WD repeat domain 35
79840	3.26e-04	1.55e-04	0.251	-3.783317	-0.951364	62.39	NHEJ1	non-homologous end joining factor 1
